1|423|34|"0"|3|0.5|0|0
2|437|34|"0"|3|0.5|0|0
3|447|34|"0"|3|0.5|0|0
4|455|34|"0"|3|0.5|0|0
5|458|34|"0"|3|0.5|0|0
6|459|34|"0"|3|0.5|0|0
7|464|34|"0"|3|0.5|0|0
8|465|34|"0"|3|0.5|0|0
9|466|34|"0"|3|0.5|0|0
10|470|34|"0"|3|0.5|0|0
11|471|34|"0"|3|0.5|0|0
12|473|34|"0"|3|0.5|0|0
13|476|34|"0"|3|0.5|0|0
14|478|34|"0"|3|0.5|0|0
15|480|34|"0"|3|0.5|0|0
16|483|34|"0"|3|0.5|0|0
17|484|34|"0"|3|0.5|0|0
18|486|34|"0"|3|0.5|0|0
19|488|34|"0"|3|0.5|0|0
20|490|34|"0"|3|0.5|0|0
21|493|34|"0"|3|0.5|0|0
22|494|34|"0"|3|0.5|0|0
23|496|34|"0"|3|0.5|0|0
24|497|34|"0"|3|0.5|0|0
25|498|34|"0"|3|0.5|0|0
26|500|34|"0"|3|0.5|0|0
27|501|34|"0"|3|0.5|0|0
28|502|34|"0"|3|0.5|0|0
29|504|34|"0"|3|0.5|0|0
30|505|34|"0"|3|0.5|0|0
31|506|34|"0"|3|0.5|0|0
32|507|34|"0"|3|0.5|0|0
33|509|34|"0"|3|0.5|0|0
34|510|34|"0"|3|0.5|0|0
35|511|34|"0"|3|0.5|0|0
36|423|28|"0"|3|0.5|0|0
37|437|28|"0"|3|0.5|0|0
38|447|28|"0"|3|0.5|0|0
39|455|28|"0"|3|0.5|0|0
40|458|28|"0"|3|0.5|0|0
41|459|28|"0"|3|0.5|0|0
42|464|28|"0"|3|0.5|0|0
43|465|28|"0"|3|0.5|0|0
44|466|28|"0"|3|0.5|0|0
45|470|28|"0"|3|0.5|0|0
46|471|28|"0"|3|0.5|0|0
47|473|28|"0"|3|0.5|0|0
48|476|28|"0"|3|0.5|0|0
49|478|28|"0"|3|0.5|0|0
50|480|28|"0"|3|0.5|0|0
51|483|28|"0"|3|0.5|0|0
52|484|28|"0"|3|0.5|0|0
53|486|28|"0"|3|0.5|0|0
54|488|28|"0"|3|0.5|0|0
55|490|28|"0"|3|0.5|0|0
56|493|28|"0"|3|0.5|0|0
57|494|28|"0"|3|0.5|0|0
58|496|28|"0"|3|0.5|0|0
59|497|28|"0"|3|0.5|0|0
60|498|28|"0"|3|0.5|0|0
61|500|28|"0"|3|0.5|0|0
62|501|28|"0"|3|0.5|0|0
63|502|28|"0"|3|0.5|0|0
64|504|28|"0"|3|0.5|0|0
65|505|28|"0"|3|0.5|0|0
66|506|28|"0"|3|0.5|0|0
67|507|28|"0"|3|0.5|0|0
68|509|28|"0"|3|0.5|0|0
69|510|28|"0"|3|0.5|0|0
70|511|28|"0"|3|0.5|0|0
71|423|44|"0"|3|0.5|0|0
72|437|44|"0"|3|0.5|0|0
73|447|44|"0"|3|0.5|0|0
74|455|44|"0"|3|0.5|0|0
75|458|44|"0"|3|0.5|0|0
76|459|44|"0"|3|0.5|0|0
77|464|44|"0"|3|0.5|0|0
78|465|44|"0"|3|0.5|0|0
79|466|44|"0"|3|0.5|0|0
80|470|44|"0"|3|0.5|0|0
81|471|44|"0"|3|0.5|0|0
82|473|44|"0"|3|0.5|0|0
83|476|44|"0"|3|0.5|0|0
84|478|44|"0"|3|0.5|0|0
85|480|44|"0"|3|0.5|0|0
86|483|44|"0"|3|0.5|0|0
87|484|44|"0"|3|0.5|0|0
88|486|44|"0"|3|0.5|0|0
89|488|44|"0"|3|0.5|0|0
90|490|44|"0"|3|0.5|0|0
91|493|44|"0"|3|0.5|0|0
92|494|44|"0"|3|0.5|0|0
93|496|44|"0"|3|0.5|0|0
94|497|44|"0"|3|0.5|0|0
95|498|44|"0"|3|0.5|0|0
96|500|44|"0"|3|0.5|0|0
97|501|44|"0"|3|0.5|0|0
98|502|44|"0"|3|0.5|0|0
99|504|44|"0"|3|0.5|0|0
100|505|44|"0"|3|0.5|0|0
101|506|44|"0"|3|0.5|0|0
102|507|44|"0"|3|0.5|0|0
103|509|44|"0"|3|0.5|0|0
104|510|44|"0"|3|0.5|0|0
105|511|44|"0"|3|0.5|0|0
106|423|42|"0"|3|0.5|0|0
107|437|42|"0"|3|0.5|0|0
108|447|42|"0"|3|0.5|0|0
109|455|42|"0"|3|0.5|0|0
110|458|42|"0"|3|0.5|0|0
111|459|42|"0"|3|0.5|0|0
112|464|42|"0"|3|0.5|0|0
113|465|42|"0"|3|0.5|0|0
114|466|42|"0"|3|0.5|0|0
115|470|42|"0"|3|0.5|0|0
116|471|42|"0"|3|0.5|0|0
117|473|42|"0"|3|0.5|0|0
118|476|42|"0"|3|0.5|0|0
119|478|42|"0"|3|0.5|0|0
120|480|42|"0"|3|0.5|0|0
121|483|42|"0"|3|0.5|0|0
122|484|42|"0"|3|0.5|0|0
123|486|42|"0"|3|0.5|0|0
124|488|42|"0"|3|0.5|0|0
125|490|42|"0"|3|0.5|0|0
126|493|42|"0"|3|0.5|0|0
127|494|42|"0"|3|0.5|0|0
128|496|42|"0"|3|0.5|0|0
129|497|42|"0"|3|0.5|0|0
130|498|42|"0"|3|0.5|0|0
131|500|42|"0"|3|0.5|0|0
132|501|42|"0"|3|0.5|0|0
133|502|42|"0"|3|0.5|0|0
134|504|42|"0"|3|0.5|0|0
135|505|42|"0"|3|0.5|0|0
136|506|42|"0"|3|0.5|0|0
137|507|42|"0"|3|0.5|0|0
138|509|42|"0"|3|0.5|0|0
139|510|42|"0"|3|0.5|0|0
140|511|42|"0"|3|0.5|0|0
141|423|30|"0"|3|0.5|0|0
142|437|30|"0"|3|0.5|0|0
143|447|30|"0"|3|0.5|0|0
144|455|30|"0"|3|0.5|0|0
145|458|30|"0"|3|0.5|0|0
146|459|30|"0"|3|0.5|0|0
147|464|30|"0"|3|0.5|0|0
148|465|30|"0"|3|0.5|0|0
149|466|30|"0"|3|0.5|0|0
150|470|30|"0"|3|0.5|0|0
151|471|30|"0"|3|0.5|0|0
152|473|30|"0"|3|0.5|0|0
153|476|30|"0"|3|0.5|0|0
154|478|30|"0"|3|0.5|0|0
155|480|30|"0"|3|0.5|0|0
156|483|30|"0"|3|0.5|0|0
157|484|30|"0"|3|0.5|0|0
158|486|30|"0"|3|0.5|0|0
159|488|30|"0"|3|0.5|0|0
160|490|30|"0"|3|0.5|0|0
161|493|30|"0"|3|0.5|0|0
162|494|30|"0"|3|0.5|0|0
163|496|30|"0"|3|0.5|0|0
164|497|30|"0"|3|0.5|0|0
165|498|30|"0"|3|0.5|0|0
166|500|30|"0"|3|0.5|0|0
167|501|30|"0"|3|0.5|0|0
168|502|30|"0"|3|0.5|0|0
169|504|30|"0"|3|0.5|0|0
170|505|30|"0"|3|0.5|0|0
171|506|30|"0"|3|0.5|0|0
172|507|30|"0"|3|0.5|0|0
173|509|30|"0"|3|0.5|0|0
174|510|30|"0"|3|0.5|0|0
175|511|30|"0"|3|0.5|0|0
176|423|25|"0"|3|0.5|0|0
177|437|25|"0"|3|0.5|0|0
178|447|25|"0"|3|0.5|0|0
179|455|25|"0"|3|0.5|0|0
180|458|25|"0"|3|0.5|0|0
181|459|25|"0"|3|0.5|0|0
182|464|25|"0"|3|0.5|0|0
183|465|25|"0"|3|0.5|0|0
184|466|25|"0"|3|0.5|0|0
185|470|25|"0"|3|0.5|0|0
186|471|25|"0"|3|0.5|0|0
187|473|25|"0"|3|0.5|0|0
188|476|25|"0"|3|0.5|0|0
189|478|25|"0"|3|0.5|0|0
190|480|25|"0"|3|0.5|0|0
191|483|25|"0"|3|0.5|0|0
192|484|25|"0"|3|0.5|0|0
193|486|25|"0"|3|0.5|0|0
194|488|25|"0"|3|0.5|0|0
195|490|25|"0"|3|0.5|0|0
196|493|25|"0"|3|0.5|0|0
197|494|25|"0"|3|0.5|0|0
198|496|25|"0"|3|0.5|0|0
199|497|25|"0"|3|0.5|0|0
200|498|25|"0"|3|0.5|0|0
201|500|25|"0"|3|0.5|0|0
202|501|25|"0"|3|0.5|0|0
203|502|25|"0"|3|0.5|0|0
204|504|25|"0"|3|0.5|0|0
205|505|25|"0"|3|0.5|0|0
206|506|25|"0"|3|0.5|0|0
207|507|25|"0"|3|0.5|0|0
208|509|25|"0"|3|0.5|0|0
209|510|25|"0"|3|0.5|0|0
210|511|25|"0"|3|0.5|0|0
211|423|7|"0"|3|0.5|0|0
212|437|7|"0"|3|0.5|0|0
213|447|7|"0"|3|0.5|0|0
214|455|7|"0"|3|0.5|0|0
215|458|7|"0"|3|0.5|0|0
216|459|7|"0"|3|0.5|0|0
217|464|7|"0"|3|0.5|0|0
218|465|7|"0"|3|0.5|0|0
219|466|7|"0"|3|0.5|0|0
220|470|7|"0"|3|0.5|0|0
221|471|7|"0"|3|0.5|0|0
222|473|7|"0"|3|0.5|0|0
223|476|7|"0"|3|0.5|0|0
224|478|7|"0"|3|0.5|0|0
225|480|7|"0"|3|0.5|0|0
226|483|7|"0"|3|0.5|0|0
227|484|7|"0"|3|0.5|0|0
228|486|7|"0"|3|0.5|0|0
229|488|7|"0"|3|0.5|0|0
230|490|7|"0"|3|0.5|0|0
231|493|7|"0"|3|0.5|0|0
232|494|7|"0"|3|0.5|0|0
233|496|7|"0"|3|0.5|0|0
234|497|7|"0"|3|0.5|0|0
235|498|7|"0"|3|0.5|0|0
236|500|7|"0"|3|0.5|0|0
237|501|7|"0"|3|0.5|0|0
238|502|7|"0"|3|0.5|0|0
239|504|7|"0"|3|0.5|0|0
240|505|7|"0"|3|0.5|0|0
241|506|7|"0"|3|0.5|0|0
242|507|7|"0"|3|0.5|0|0
243|509|7|"0"|3|0.5|0|0
244|510|7|"0"|3|0.5|0|0
