"1","423","56","3","0.5","0","0"
"2","437","56","3","0.5","0","0"
"3","447","56","3","0.5","0","0"
"4","455","56","3","0.5","0","0"
"5","458","56","3","0.5","0","0"
"6","459","56","3","0.5","0","0"
"7","464","56","3","0.5","0","0"
"8","465","56","3","0.5","0","0"
"9","466","56","3","0.5","0","0"
"10","470","56","3","0.5","0","0"
"11","471","56","3","0.5","0","0"
"12","473","56","3","0.5","0","0"
"13","476","56","3","0.5","0","0"
"14","478","56","3","0.5","0","0"
"15","480","56","3","0.5","0","0"
"16","483","56","3","0.5","0","0"
"17","484","56","3","0.5","0","0"
"18","486","56","3","0.5","0","0"
"19","488","56","3","0.5","0","0"
"20","490","56","3","0.5","0","0"
"21","493","56","3","0.5","0","0"
"22","494","56","3","0.5","0","0"
"23","496","56","3","0.5","0","0"
"24","497","56","3","0.5","0","0"
"25","498","56","3","0.5","0","0"
"26","500","56","3","0.5","0","0"
"27","501","56","3","0.5","0","0"
"28","502","56","3","0.5","0","0"
"29","504","56","3","0.5","0","0"
"30","505","56","3","0.5","0","0"
"31","506","56","3","0.5","0","0"
"32","507","56","3","0.5","0","0"
"33","509","56","3","0.5","0","0"
"34","510","56","3","0.5","0","0"
"35","511","56","3","0.5","0","0"
"36","423","46","3","0.5","0","0"
"37","437","46","3","0.5","0","0"
"38","447","46","3","0.5","0","0"
"39","455","46","3","0.5","0","0"
"40","458","46","3","0.5","0","0"
"41","459","46","3","0.5","0","0"
"42","464","46","3","0.5","0","0"
"43","465","46","3","0.5","0","0"
"44","466","46","3","0.5","0","0"
"45","470","46","3","0.5","0","0"
"46","471","46","3","0.5","0","0"
"47","473","46","3","0.5","0","0"
"48","476","46","3","0.5","0","0"
"49","478","46","3","0.5","0","0"
"50","480","46","3","0.5","0","0"
"51","483","46","3","0.5","0","0"
"52","484","46","3","0.5","0","0"
"53","486","46","3","0.5","0","0"
"54","488","46","3","0.5","0","0"
"55","490","46","3","0.5","0","0"
"56","493","46","3","0.5","0","0"
"57","494","46","3","0.5","0","0"
"58","496","46","3","0.5","0","0"
"59","497","46","3","0.5","0","0"
"60","498","46","3","0.5","0","0"
"61","500","46","3","0.5","0","0"
"62","501","46","3","0.5","0","0"
"63","502","46","3","0.5","0","0"
"64","504","46","3","0.5","0","0"
"65","505","46","3","0.5","0","0"
"66","506","46","3","0.5","0","0"
"67","507","46","3","0.5","0","0"
"68","509","46","3","0.5","0","0"
"69","510","46","3","0.5","0","0"
"70","511","46","3","0.5","0","0"
"71","423","69","3","0.5","0","0"
"72","437","69","3","0.5","0","0"
"73","447","69","3","0.5","0","0"
"74","455","69","3","0.5","0","0"
"75","458","69","3","0.5","0","0"
"76","459","69","3","0.5","0","0"
"77","464","69","3","0.5","0","0"
"78","465","69","3","0.5","0","0"
"79","466","69","3","0.5","0","0"
"80","470","69","3","0.5","0","0"
"81","471","69","3","0.5","0","0"
"82","473","69","3","0.5","0","0"
"83","476","69","3","0.5","0","0"
"84","478","69","3","0.5","0","0"
"85","480","69","3","0.5","0","0"
"86","483","69","3","0.5","0","0"
"87","484","69","3","0.5","0","0"
"88","486","69","3","0.5","0","0"
"89","488","69","3","0.5","0","0"
"90","490","69","3","0.5","0","0"
"91","493","69","3","0.5","0","0"
"92","494","69","3","0.5","0","0"
"93","496","69","3","0.5","0","0"
"94","497","69","3","0.5","0","0"
"95","498","69","3","0.5","0","0"
"96","500","69","3","0.5","0","0"
"97","501","69","3","0.5","0","0"
"98","502","69","3","0.5","0","0"
"99","504","69","3","0.5","0","0"
"100","505","69","3","0.5","0","0"
"101","506","69","3","0.5","0","0"
"102","507","69","3","0.5","0","0"
"103","509","69","3","0.5","0","0"
"104","510","69","3","0.5","0","0"
"105","511","69","3","0.5","0","0"
"106","423","67","3","0.5","0","0"
